numero_dec,solution,article38,date_dec,jonction,id_infos_circo_tf,id_infos_circo_t1,annee_election,date_premier_tour,date_second_tour,type_election,nom_dep,circonscription,tour_final,tf_nb_exprimees,tf_nb_votant,tf_nb_inscrit,tf_ecart1,tf_r1_nuance,tf_r1_nb_voix,tf_r1_sortant,tf_r1_civilite,tf_r2_nuance,tf_r2_nb_voix,tf_r2_sortant,tf_r2_civilite,t1_nb_exprimes,t1_nb_votant,t1_nb_inscrit,t1_ecart1,t1_ecart2,t1_r1_nuance,t1_r1_nb_voix,t1_r1_sortant,t1_r1_civilite,t1_r2_nuance,t1_r2_nb_voix,t1_r2_sortant,t1_r2_civilite,t1_r3_nuance,t1_r3_nb_voix,t1_r3_sortant,t1_r3_civilite
2018-5451,Inéligibilité,,2018-6-1,unique,14119,13545,2017,2017-6-11,2017-6-18,an,val-de-marne,3,2,24112,27016,72165,792,REM,12452,FALSE,M,LR,11660,FALSE,M,30668,31369,72165,4325,2316,REM,10975,FALSE,M,LR,6650,FALSE,M,FI,4334,FALSE,M
2017-5358,Non lieu à statuer,,2018-6-22,unique,13878,13302,2017,2017-6-11,2017-6-18,an,nord,4,2,37131,41504,99302,6497,REM,21814,FALSE,F,LR,15317,FALSE,M,48972,49746,99303,10631,2229,REM,18781,FALSE,F,LR,8150,FALSE,M,FI,5921,FALSE,M
2017-5388,Inéligibilité,,2018-7-27,unique,13948,13372,2017,2017-6-11,2017-6-18,an,haut-rhin,5,2,29134,31422,77489,4480,DVD,16807,FALSE,M,REM,12327,FALSE,F,33523,34424,77491,832,6114,REM,11043,FALSE,F,DVD,10211,FALSE,M,FN,4097,FALSE,F
2018-5418,Non lieu à prononcer l'inéligibilité,,2018-9-14,unique,13714,13137,2017,2017-6-11,2017-6-18,an,eure,5,2,33588,37811,88484,4020,REM,18804,FALSE,F,FN,14784,FALSE,M,41901,42897,88480,2926,750,REM,11965,FALSE,F,FN,9039,FALSE,M,LR,8289,FALSE,M
2018-5443,Non lieu à prononcer l'inéligibilité,,2018-9-21,unique,14011,13436,2017,2017-6-11,2017-6-18,an,seine-maritime,9,2,37897,42636,93669,9807,REM,23852,FALSE,F,FN,14045,FALSE,F,48191,49281,93668,5519,149,REM,13855,FALSE,F,FN,8336,FALSE,F,SOC,8187,FALSE,F
2018-5523,Non lieu à prononcer l'inéligibilité,,2018-9-21,unique,14161,13587,2017,2017-6-11,2017-6-18,an,polynesie-francaise,3,2,31623,32698,64425,1583,REG,16603,FALSE,M,DVD,15020,FALSE,M,27533,28227,64814,904,699,DVD,9195,FALSE,M,REG,8291,FALSE,M,DVD,7592,FALSE,M
2002-2650,Rejet,Oui,2002-7-25,unique,10829,10305,2002,2002-6-9,2002-6-16,an,val-de-marne,5,2,31628,32524,56963,5068,UMP,18348,TRUE,M,PRG,13280,FALSE,F,35693,36117,56963,8698,985,UMP,15085,TRUE,M,PRG,6387,FALSE,F,COM,5402,FALSE,M
93-1421,Inéligibilité,,1993-9-22,unique,8169,7597,1993,1993-3-11,1993-3-28,an,bouches-du-rhone,1,2,29303,33666,60154,11811,UDF,20557,TRUE,,FRN,8746,FALSE,,34337,35690,60154,6279,2496,UDF,13921,TRUE,,FRN,7642,FALSE,,SOC,5146,FALSE,
2002-2611,Rejet,Oui,2002-6-12,unique,10771,10239,2002,2002-6-9,2002-6-16,an,vaucluse,1,2,38747,40725,68298,6477,UMP,22612,FALSE,F,SOC,16135,FALSE,F,43459,44251,68298,6229,3270,UMP,17888,FALSE,F,SOC,11659,FALSE,F,FRN,8389,FALSE,M
2002-2622,Rejet,Oui,2002-7-25,unique,10470,9900,2002,2002-6-9,2002-6-16,an,haute-garonne,1,2,36212,37283,64030,608,UMP,18410,FALSE,M,ECO,17802,FALSE,M,40844,41489,64030,5376,8173,UMP,16908,FALSE,M,ECO,11532,FALSE,M,FRN,3359,FALSE,M
93-1392,Inéligibilité,,1993-9-22,unique,8590,8087,1993,1993-3-11,1993-3-28,an,seine-saint-denis,13,2,35792,38286,57030,1418,RPR,18605,FALSE,,SOC,17187,TRUE,,37255,38534,57030,2762,2081,RPR,10544,FALSE,,SOC,7782,TRUE,,FRN,5701,FALSE,
93-1414,Inéligibilité,,1993-9-22,unique,8373,7830,1993,1993-3-11,1993-3-28,an,nord,1,2,33610,37711,56343,582,RPR,17096,FALSE,,SOC,16514,FALSE,,33581,34971,56343,1712,4350,RPR,11261,FALSE,,SOC,9549,FALSE,,FRN,5199,FALSE,
93-1179/1242,Rejet,,1993-6-15,jonction,8262,7698,1993,1993-3-11,1993-3-28,an,gironde,2,2,24430,29378,52059,12262,RPR,18346,FALSE,,FRN,6084,FALSE,,30865,32440,52059,8934,42,RPR,12861,FALSE,,FRN,3927,FALSE,,SOC,3885,FALSE,
2002-2675,Rejet,Oui,2002-7-25,unique,10837,10314,2002,2002-6-9,2002-6-16,an,val-d-oise,2,2,58709,60330,98921,3617,UMP,31163,FALSE,M,SOC,27546,TRUE,F,62413,64303,98918,4779,13559,UMP,25443,FALSE,M,SOC,20664,TRUE,F,FRN,7105,FALSE,M
2002-2677,Rejet,Oui,2002-7-25,unique,10751,10217,2002,2002-6-9,2002-6-16,an,deux-sevres,2,2,45638,46732,70312,4608,SOC,25123,TRUE,F,UMP,20515,FALSE,F,47206,48322,70311,5668,13715,SOC,21816,TRUE,F,UMP,16148,FALSE,F,FRN,2433,FALSE,F
93-1390,Inéligibilité,,1993-7-7,unique,7964,7964,1993,1993-3-11,1993-3-28,an,paris,16,1,35707,36764,53830,18321,RPR,22545,TRUE,,SOC,4224,FALSE,,35707,36764,53830,18321,261,RPR,22545,TRUE,,SOC,4224,FALSE,,FRN,3963,FALSE,
93-1710,Inéligibilité,,1993-11-25,unique,8242,7677,1993,1993-3-11,1993-3-28,an,finistere,8,2,53587,56191,75259,581,SOC,27084,TRUE,,DVD,26503,FALSE,,50947,53394,75488,2778,13185,DVD,19356,FALSE,,SOC,16578,TRUE,,FRN,3393,FALSE,
2002-2728,Rejet,Oui,2002-7-25,unique,10454,9883,2002,2002-6-9,2002-6-16,an,finistere,1,2,54617,56242,79406,2071,UMP,28344,FALSE,F,ECO,26273,FALSE,M,54341,55339,79422,332,4252,ECO,13979,FALSE,M,UMP,13647,FALSE,F,DVD,9395,FALSE,M
93-1735,Inéligibilité,,1993-11-25,unique,8534,8023,1993,1993-3-11,1993-3-28,an,var,5,2,45434,52924,81848,16114,UDF,30774,TRUE,,FRN,14660,FALSE,,53164,55269,81854,13938,4068,UDF,25126,TRUE,,FRN,11188,FALSE,,SOC,7120,FALSE,
97-2308,Inéligibilité,,1998-2-20,unique,9461,8888,1997,1997-5-25,1997-6-1,an,moselle,1,2,46364,47766,67574,1385,SOC,20410,FALSE,M,RPR,19025,TRUE,M,42809,44712,67581,1992,1678,RPR,12321,TRUE,M,SOC,10329,FALSE,M,FRN,8651,FALSE,M
2012-4661,Non lieu à prononcer l'inéligibilité,,2013-2-8,unique,12570,12003,2012,2012-6-10,2012-6-17,an,doubs,2,2,46356,47717,76305,108,ECO,23232,FALSE,M,UMP,23124,FALSE,M,46633,47324,76302,26,12039,UMP,17179,FALSE,M,ECO,17153,FALSE,M,FRN,5114,FALSE,F
2012-4667,Inéligibilité,,2013-2-8,unique,12529,11956,2012,2012-6-10,2012-6-17,an,bouches-du-rhone,7,2,27326,28553,63071,6642,SOC,17034,FALSE,M,FRN,10392,FALSE,M,29963,30440,63082,1146,648,SOC,8244,FALSE,M,FRN,7098,FALSE,M,ECO,6450,FALSE,M
93-1391,Inéligibilité,,1993-9-22,unique,8323,7767,1993,1993-3-11,1993-3-28,an,loiret,1,2,48812,51664,69623,4850,UDF,26831,FALSE,,SOC,21981,FALSE,,49040,51302,69635,102,3199,SOC,12789,FALSE,,UDF,12687,FALSE,,RPR,9488,FALSE,
93-1394,Inéligibilité,,1993-9-22,unique,7866,7866,1993,1993-3-11,1993-3-28,an,pas-de-calais,3,1,53982,57145,69083,17382,UDF,29252,TRUE,,SOC,11870,FALSE,,53982,57145,69083,17382,7730,UDF,29252,TRUE,,SOC,11870,FALSE,,COM,4140,FALSE,
93-1397,Inéligibilité,,1993-9-22,unique,8530,8019,1993,1993-3-11,1993-3-28,an,var,1,2,28328,32472,53727,6226,UDF,17277,TRUE,,FRN,11051,FALSE,,32771,33989,53727,3325,6292,UDF,12434,TRUE,,FRN,9109,FALSE,,SOC,2817,FALSE,
93-1425,Inéligibilité,,1993-9-22,unique,8356,7810,1993,1993-3-11,1993-3-28,an,meuse,2,2,39829,42978,61647,5513,RPR,22671,FALSE,,SOC,17158,FALSE,,38665,41259,61653,1128,1254,RPR,8560,FALSE,,SOC,7432,FALSE,,DVD,6178,FALSE,
93-1696,Inéligibilité,,1993-11-25,unique,8403,7863,1993,1993-3-11,1993-3-28,an,orne,3,2,52176,54890,72664,707,UDF,20587,FALSE,,RDG,19880,FALSE,,50317,53177,72668,329,1583,UDF,11729,FALSE,,RDG,11400,FALSE,,RPR,9817,FALSE,
2002-2615,Rejet,Oui,2002-7-25,unique,10821,10297,2002,2002-6-9,2002-6-16,an,seine-saint-denis,10,2,25120,25827,47392,3650,UMP,14385,TRUE,M,ECO,10735,FALSE,M,27828,28325,47395,3647,4473,UMP,12135,TRUE,M,ECO,8488,FALSE,M,FRN,4015,FALSE,F
2022-5744,Rejet,Oui,2022-7-29,unique,15211,14638,2022,2022-6-12,2022-6-19,an,vendee,2,2,49163,53968,112172,8281,ENS,28722,FALSE,F,NUP,20441,FALSE,M,55200,56641,112160,2281,2388,ENS,14334,FALSE,F,NUP,12053,FALSE,M,RN,9665,FALSE,M
80-895,Rejet,,1981-1-19,unique,4870,4409,1978,1978-3-12,1978-3-19,an,gironde,4,2,69630,71060,84577,24132,PSMRG,46881,FALSE,,RPR,22749,FALSE,,70150,71197,84594,12772,3842,PSMRG,28973,FALSE,,COM,16201,FALSE,,RPR,12359,FALSE,
93-1755,Inéligibilité,,1993-11-25,unique,8357,7811,1993,1993-3-11,1993-3-28,an,morbihan,1,2,47772,51089,77912,13430,UDF,30601,TRUE,,SOC,17171,FALSE,,53724,56566,77927,17634,2853,UDF,26817,TRUE,,SOC,9183,FALSE,,FRN,6330,FALSE,
81-897,Rejet,,1981-7-10,unique,5510,5510,1981,1981-6-14,1981-6-21,an,savoie,1,1,55712,56160,81654,6825,SOC,28362,FALSE,,UDF,21537,FALSE,,55712,56160,81654,6825,17525,SOC,28362,FALSE,,UDF,21537,FALSE,,COM,4012,FALSE,
2022-5739,Rejet,Oui,2022-8-5,unique,15322,14750,2022,2022-6-12,2022-6-19,an,francais-etablis-hors-de-france,10,2,20522,21757,104452,5574,ENS,13048,FALSE,F,NUP,7474,FALSE,F,20025,20360,104303,2045,2341,ENS,6558,FALSE,F,NUP,4513,FALSE,F,LR,2172,FALSE,F
2022-5832,Rejet,Oui,2022-7-29,unique,15076,14500,2022,2022-6-12,2022-6-19,an,pyrenees-atlantiques,4,2,39781,44143,80815,89,NUP,19935,FALSE,M,ENS,19846,FALSE,F,43181,44504,80842,1113,1644,ENS,11508,FALSE,F,NUP,10395,FALSE,M,DIV,8751,FALSE,M
2022-5743,Rejet,Oui,2022-8-5,unique,14792,14215,2022,2022-6-12,2022-6-19,an,aveyron,1,2,36251,39689,78139,10025,ENS,23138,TRUE,M,NUP,13113,FALSE,M,41406,42437,78131,8658,3486,ENS,17580,TRUE,M,NUP,8922,FALSE,M,LR,5436,FALSE,F
81-908,Rejet,,1981-7-10,unique,5268,5268,1981,1981-6-14,1981-6-21,an,drome,2,1,56348,57250,81184,11328,SOC,28463,FALSE,,RPR,17135,FALSE,,56348,57250,81184,11328,9972,SOC,28463,FALSE,,RPR,17135,FALSE,,COM,7163,FALSE,
93-1806,Non lieu à prononcer l'inéligibilité,,1993-12-17,unique,8379,7836,1993,1993-3-11,1993-3-28,an,nord,7,2,44128,46119,66562,2497,RPR,17809,FALSE,,SOC,15312,TRUE,,42063,44276,66562,4014,290,RPR,13299,FALSE,,FRN,9285,FALSE,,SOC,8995,TRUE,
97-2124,Rejet,,1997-7-10,unique,9606,9033,1997,1997-5-25,1997-6-1,an,paris,14,2,24511,27427,48410,7499,UDF,16005,FALSE,M,DVD,8506,TRUE,M,29842,30616,48432,5962,2057,UDF,12163,FALSE,M,DVD,6201,TRUE,M,SOC,4144,FALSE,M
95-2085,Inéligibilité,,1996-5-3,unique,8480,7958,1993,1993-3-11,1993-3-28,an,paris,10,2,36990,39206,59156,4692,RPR,20841,TRUE,,SOC,16149,FALSE,,39534,40772,59156,9577,4048,RPR,17759,TRUE,,SOC,8182,FALSE,,VEC,4134,FALSE,
2022-5915,Non lieu à prononcer l'inéligibilité,,2023-5-4,unique,14986,14409,2022,2022-6-12,2022-6-19,an,maine-et-loire,7,2,37557,39936,82877,4173,ENS,20865,TRUE,M,NUP,16692,FALSE,M,40025,41182,82870,4196,6097,ENS,16333,TRUE,M,NUP,12137,FALSE,M,RN,6040,FALSE,F
96-2097,Inéligibilité,,1996-5-3,unique,8349,7802,1993,1993-3-11,1993-3-28,an,meurthe-et-moselle,1,2,28256,30537,50918,7028,UDF,17642,TRUE,,SOC,10614,FALSE,,30125,31564,50918,9235,582,UDF,13854,TRUE,,SOC,4619,FALSE,,FRN,4037,FALSE,
97-2425,Inéligibilité,,1998-2-20,unique,9648,9077,1997,1997-5-25,1997-6-1,an,deux-sevres,4,2,45491,48536,68092,8603,UDF,27047,TRUE,M,SOC,18444,FALSE,M,45171,49113,68095,11794,4477,UDF,21454,TRUE,M,SOC,9660,FALSE,M,ECO,5183,FALSE,M
93-1913,Inéligibilité,,1993-12-17,unique,8372,7829,1993,1993-3-11,1993-3-28,an,nievre,3,2,40359,42896,58269,119,RPR,20239,FALSE,,SOC,20120,TRUE,,37843,40303,58275,2141,8174,RPR,14310,FALSE,,SOC,12169,TRUE,,COM,3995,FALSE,
97-2365,Inéligibilité,,1998-3-12,unique,9258,8681,1997,1997-5-25,1997-6-1,an,bouches-du-rhone,14,2,56150,59932,84242,1912,RPR,29031,FALSE,M,SOC,27119,FALSE,M,53932,56148,84246,4060,389,SOC,14409,FALSE,M,RPR,10349,FALSE,M,FRN,9960,FALSE,M
96-2087,Inéligibilité,,1996-5-3,unique,8596,8093,1993,1993-3-11,1993-3-28,an,val-de-marne,6,2,43075,46063,71829,8913,RPR,25994,FALSE,,COM,17081,FALSE,,46872,48394,71829,12551,2149,RPR,20508,FALSE,,COM,7957,FALSE,,SOC,5808,FALSE,
96-2091,Inéligibilité,,1996-5-3,unique,7960,7960,1993,1993-3-11,1993-3-28,an,paris,12,1,42204,43371,63486,17401,RPR,24478,TRUE,,SOC,7077,FALSE,,42204,43371,63486,17401,3443,RPR,24478,TRUE,,SOC,7077,FALSE,,FRN,3634,FALSE,
96-2092,Inéligibilité,,1996-5-3,unique,7960,7960,1993,1993-3-11,1993-3-28,an,paris,12,1,42204,43371,63486,17401,RPR,24478,TRUE,,SOC,7077,FALSE,,42204,43371,63486,17401,3443,RPR,24478,TRUE,,SOC,7077,FALSE,,FRN,3634,FALSE,
96-2102,Inéligibilité,,1996-7-12,unique,8425,7888,1993,1993-3-11,1993-3-28,an,pyrenees-atlantiques,5,2,44360,47444,70456,8544,UDF,26452,TRUE,,SOC,17908,FALSE,,45787,48181,70478,11771,6025,UDF,21528,TRUE,,SOC,9757,FALSE,,FRN,3732,FALSE,
2022-5885,Inéligibilité,,2023-3-17,unique,15321,14749,2022,2022-6-12,2022-6-19,an,francais-etablis-hors-de-france,9,2,20987,21844,120553,1709,NUP,11348,FALSE,M,ENS,9639,FALSE,F,17268,17730,120556,2061,3773,NUP,6906,FALSE,M,ENS,4845,FALSE,F,DVC,1072,FALSE,M
93-1933,Inéligibilité,,1993-12-17,unique,8552,8046,1993,1993-3-11,1993-3-28,an,vosges,4,2,38963,46975,68610,3249,UDF,21106,FALSE,,DVD,17857,FALSE,,45630,48654,68622,1879,6370,UDF,13470,FALSE,,DVD,11591,FALSE,,SOC,5221,FALSE,
95-2055,Rejet,,1996-1-19,unique,8436,7900,1993,1993-3-11,1993-3-28,an,bas-rhin,4,2,49239,56907,96965,20149,RPR,34694,TRUE,,FRN,14545,FALSE,,59163,62361,96965,16876,1428,RPR,25820,TRUE,,FRN,8944,FALSE,,VEC,7516,FALSE,
95-2078,Inéligibilité,,1996-1-19,unique,8436,7900,1993,1993-3-11,1993-3-28,an,bas-rhin,4,2,49239,56907,96965,20149,RPR,34694,TRUE,,FRN,14545,FALSE,,59163,62361,96965,16876,1428,RPR,25820,TRUE,,FRN,8944,FALSE,,VEC,7516,FALSE,
97-2133,Rejet,,1997-7-10,unique,9477,8904,1997,1997-5-25,1997-6-1,an,nord,4,2,43215,45640,65602,3487,UDF,23351,FALSE,M,SOC,19864,FALSE,F,42302,44298,65605,5242,3414,UDF,15544,FALSE,M,SOC,10302,FALSE,F,FRN,6888,FALSE,M
97-2117,Rejet,,1997-7-10,unique,9681,9110,1997,1997-5-25,1997-6-1,an,haute-vienne,1,2,37311,39529,52523,1635,SOC,19473,FALSE,M,RPR,17838,TRUE,M,34955,37244,52523,2314,6132,RPR,12477,TRUE,M,SOC,10163,FALSE,M,DVG,4031,FALSE,M
97-2118,Rejet,,1997-7-10,unique,9608,9037,1997,1997-5-25,1997-6-1,an,paris,18,2,32533,33926,49289,1031,SOC,16782,FALSE,M,RPR,15751,FALSE,M,30535,31440,49289,383,4481,RPR,8735,FALSE,M,SOC,8352,FALSE,M,FRN,3871,FALSE,M
97-2504,Inéligibilité,,1998-2-20,unique,9202,8625,1997,1997-5-25,1997-6-1,an,ain,1,2,51081,54249,75643,289,SOC,25685,FALSE,M,RPR,25396,TRUE,M,46965,49628,75649,618,6569,SOC,14666,FALSE,M,RPR,14048,TRUE,M,FRN,7479,FALSE,F
2007-4224,Inéligibilité,,2008-2-7,unique,11827,11350,2007,2007-6-10,2007-6-17,an,haute-vienne,3,2,42724,44246,66256,10538,SOC,26631,FALSE,F,UMP,16093,FALSE,F,43671,44679,66257,6817,11138,SOC,20346,FALSE,F,UMP,13529,FALSE,F,MODEM,2391,FALSE,F
81-928,Rejet,,1981-9-9,unique,5536,5536,1981,1981-6-14,1981-6-21,an,paris,21,1,31187,31367,45779,19554,UDF,23947,TRUE,,SOC,4393,FALSE,,31187,31367,45779,19554,3608,UDF,23947,TRUE,,SOC,4393,FALSE,,ECO,785,FALSE,
2013-4813,Inéligibilité,,2013-3-22,unique,13010,12469,2012,2012-6-10,2012-6-17,an,polynesie-francaise,2,2,30723,31634,59478,2103,DVD,16413,FALSE,M,DIV,14310,FALSE,M,25805,26303,59491,1248,3627,DVD,7529,FALSE,M,DIV,6281,FALSE,M,DVD,2654,FALSE,M
2023-6190,Non lieu à statuer,,2023-3-24,unique,15301,14729,2022,2022-6-12,2022-6-19,an,la-reunion,6,2,23888,26007,82050,1430,DVG,12659,FALSE,M,DXG,11229,FALSE,M,22736,24159,82024,1567,600,DVG,5429,FALSE,M,DXG,3862,FALSE,M,DVC,3262,FALSE,M
97-2421,Inéligibilité,,1998-2-20,unique,9623,9052,1997,1997-5-25,1997-6-1,an,seine-maritime,12,2,48418,50564,66323,9376,SOC,28897,TRUE,M,RPR,19521,FALSE,M,46934,49181,66333,7635,8004,SOC,21441,TRUE,M,RPR,13806,FALSE,M,FRN,5802,FALSE,M
2012-4719,Inéligibilité,,2013-2-8,unique,12511,11936,2012,2012-6-10,2012-6-17,an,ardennes,1,2,41036,42303,73262,4348,UMP,22687,FALSE,F,SOC,18339,FALSE,F,41755,42253,73277,2394,7126,UMP,16520,FALSE,F,SOC,14126,FALSE,F,FRN,7000,FALSE,F
2012-4656,Inéligibilité,,2013-2-22,unique,13011,12470,2012,2012-6-10,2012-6-17,an,polynesie-francaise,3,2,31550,32745,59645,152,DVD,15851,FALSE,M,DVG,15699,FALSE,M,27995,28498,60194,1853,2088,DVG,8545,FALSE,M,DVD,6692,FALSE,M,UMP,4604,FALSE,M
2012-4658,Inéligibilité,,2013-2-22,unique,12690,12133,2012,2012-6-10,2012-6-17,an,lot-et-garonne,3,2,46040,47872,76361,10574,SOC,28307,FALSE,M,UMP,17733,FALSE,M,48171,48988,76356,9566,5440,SOC,22572,FALSE,M,UMP,13006,FALSE,M,FRN,7566,FALSE,F
2013-4753,Inéligibilité,,2013-2-22,unique,12874,12327,2012,2012-6-10,2012-6-17,an,seine-et-marne,8,2,42649,43856,82689,2167,SOC,22508,FALSE,M,UMP,20341,FALSE,F,43989,44519,82686,2446,8260,SOC,16437,FALSE,M,UMP,13991,FALSE,F,FRN,5731,FALSE,F
2013-4819,Inéligibilité,,2013-3-22,unique,12736,12181,2012,2012-6-10,2012-6-17,an,nord,1,2,26778,27808,60531,7954,SOC,17366,FALSE,M,UMP,9412,FALSE,M,29545,29930,60531,5929,2404,SOC,12313,FALSE,M,UMP,6384,FALSE,M,FRN,3980,FALSE,M
2013-4872,Inéligibilité,,2013-4-19,unique,12457,12457,2012,2012-6-10,2012-6-17,an,la-reunion,2,1,38328,39881,84036,20249,DVG,25734,FALSE,F,DVG,5485,FALSE,M,38328,39881,84036,20249,2665,DVG,25734,FALSE,F,DVG,5485,FALSE,M,UMP,2820,FALSE,F
97-2446,Inéligibilité,,1998-2-20,unique,9438,8865,1997,1997-5-25,1997-6-1,an,marne,4,2,37340,39653,57543,2002,RPR,19671,FALSE,M,SOC,17669,FALSE,M,35783,37503,57555,5904,1359,RPR,13289,FALSE,M,SOC,7385,FALSE,M,FRN,6026,FALSE,M
97-2388,Inéligibilité,,1998-3-12,unique,9420,8845,1997,1997-5-25,1997-6-1,an,lot-et-garonne,1,2,53924,57995,76267,4856,SOC,29390,FALSE,M,UDF,24534,TRUE,M,51826,54922,76274,676,6199,SOC,15695,FALSE,M,UDF,15019,TRUE,M,FRN,8820,FALSE,M
2007-4216,Inéligibilité,,2008-2-7,unique,11815,11335,2007,2007-6-10,2007-6-17,an,vaucluse,1,2,39638,41676,71552,5320,UMP,22479,FALSE,F,SOC,17159,FALSE,F,41886,42580,71552,9861,5490,UMP,18719,FALSE,F,SOC,8858,FALSE,F,MODEM,3368,FALSE,F
97-2412,Inéligibilité,,1998-2-20,unique,9226,8649,1997,1997-5-25,1997-6-1,an,alpes-maritimes,8,2,36256,39849,58977,10206,UDF,23231,TRUE,F,FRN,13025,FALSE,M,36748,38101,59077,836,4885,FRN,10153,FALSE,M,UDF,9317,TRUE,F,DVD,4432,FALSE,M
97-2156/2213/2216/2245,Rejet,,1998-1-23,jonction,9632,9061,1997,1997-5-25,1997-6-1,an,seine-et-marne,9,2,56462,60013,86681,2924,SOC,29693,FALSE,M,RPR,26769,FALSE,M,53671,56263,86688,2196,4996,SOC,16495,FALSE,M,RPR,14299,FALSE,M,FRN,9303,FALSE,M
2013-4782,Non lieu à prononcer l'inéligibilité,,2013-2-22,unique,12783,12230,2012,2012-6-10,2012-6-17,an,pyrenees-atlantiques,2,2,46959,48151,77678,5921,UMP,20090,FALSE,M,MODEM,14169,FALSE,M,48020,48796,77703,5413,916,SOC,16761,FALSE,F,MODEM,11348,FALSE,M,UMP,10432,FALSE,M
2013-4867,Inéligibilité,,2013-4-12,unique,12993,12448,2012,2012-6-10,2012-6-17,an,guadeloupe,3,2,30628,32603,76925,702,DVG,15665,FALSE,M,SOC,14963,FALSE,M,25441,26755,76966,4106,38,DVG,10382,FALSE,M,SOC,6276,FALSE,M,DVG,6238,FALSE,F
2012-4743,Inéligibilité,,2013-4-19,unique,12787,12235,2012,2012-6-10,2012-6-17,an,hautes-pyrenees,1,2,49931,52160,88447,16887,SOC,33409,FALSE,M,PRV,16522,FALSE,M,52718,53758,88400,11299,8137,SOC,25163,FALSE,M,PRV,13864,FALSE,M,FDG,5727,FALSE,M
2013-4828,Inéligibilité,,2013-4-19,unique,12638,12076,2012,2012-6-10,2012-6-17,an,ille-et-vilaine,6,2,50842,52320,85286,1300,MODEM-,26071,FALSE,M,DVG,24771,FALSE,M,50885,52039,85292,4765,9024,MODEM-,20522,FALSE,M,DVG,15757,FALSE,M,ECO,6733,FALSE,F
2013-4810R,Rejet,Non,2013-10-18,unique,13010,12469,2012,2012-6-10,2012-6-17,an,polynesie-francaise,2,2,30723,31634,59478,2103,DVD,16413,FALSE,M,DIV,14310,FALSE,M,25805,26303,59491,1248,3627,DVD,7529,FALSE,M,DIV,6281,FALSE,M,DVD,2654,FALSE,M
97-2286,Inéligibilité,,1998-1-9,unique,9192,9192,1997,1997-5-25,1997-6-1,an,la-reunion,3,1,56631,60205,92804,8520,DVD,28943,TRUE,M,SOC,20423,FALSE,M,56631,60205,92804,8520,15919,DVD,28943,TRUE,M,SOC,20423,FALSE,M,DVD,4504,FALSE,M
97-2282,Inéligibilité,,1998-1-15,unique,9446,8873,1997,1997-5-25,1997-6-1,an,meurthe-et-moselle,1,2,30803,32480,49083,127,SOC,15465,FALSE,M,UDF,15338,TRUE,M,28779,29962,49084,1458,3627,UDF,9191,TRUE,M,SOC,7733,FALSE,M,FRN,4106,FALSE,M
97-2347,Inéligibilité,,1998-1-15,unique,9586,9013,1997,1997-5-25,1997-6-1,an,savoie,2,2,46256,49090,74471,3584,RPR,24920,FALSE,M,SOC,21336,FALSE,M,43716,46844,74484,6922,3681,RPR,16276,FALSE,M,SOC,9354,FALSE,M,FRN,5673,FALSE,M
97-2284,Inéligibilité,,1998-1-23,unique,9632,9061,1997,1997-5-25,1997-6-1,an,seine-et-marne,9,2,56462,60013,86681,2924,SOC,29693,FALSE,M,RPR,26769,FALSE,M,53671,56263,86688,2196,4996,SOC,16495,FALSE,M,RPR,14299,FALSE,M,FRN,9303,FALSE,M
97-2469,Inéligibilité,,1998-1-23,unique,9713,9143,1997,1997-5-25,1997-6-1,an,hauts-de-seine,11,2,38030,39977,61383,5654,COM,21842,TRUE,F,UDF,16188,FALSE,M,37719,38819,61383,1719,2186,COM,11225,TRUE,F,UDF,9506,FALSE,M,SOC,7320,FALSE,M
97-2479,Inéligibilité,,1998-1-23,unique,9254,8677,1997,1997-5-25,1997-6-1,an,bouches-du-rhone,10,2,63401,69894,101752,12711,COM,38056,FALSE,M,FRN,25345,FALSE,M,65066,67470,101766,5056,5812,COM,20874,FALSE,M,FRN,15818,FALSE,M,RPR,10006,FALSE,M
97-2407,Inéligibilité,,1998-2-20,unique,9637,9066,1997,1997-5-25,1997-6-1,an,yvelines,5,2,42238,44650,64129,9152,RPR,25695,TRUE,M,PRS,16543,FALSE,M,41194,42736,64140,7821,1117,RPR,15395,TRUE,M,PRS,7574,FALSE,M,FRN,6457,FALSE,F
2002-2725,Annulation,,2002-10-10,unique,10618,10065,2002,2002-6-9,2002-6-16,an,nord,23,2,31027,34478,67110,9171,UMP,20099,TRUE,M,FRN,10928,FALSE,M,38315,38997,67111,2427,942,UMP,11724,TRUE,M,FRN,9297,FALSE,M,PRG,8355,FALSE,M
2002-2697,Annulation,,2002-11-21,unique,10713,10178,2002,2002-6-9,2002-6-16,an,paris,17,2,29268,30108,48290,156,SOC,14712,FALSE,F,UMP,14556,FALSE,M,31907,32320,48298,307,7515,SOC,10664,FALSE,F,UMP,10357,FALSE,M,FRN,2842,FALSE,M
2007-4223,Inéligibilité,,2008-4-17,unique,11831,11356,2007,2007-6-10,2007-6-17,an,yonne,1,2,45252,47265,79127,4098,UMP,24675,FALSE,M,SOC,20577,FALSE,F,46721,47568,79225,8174,5148,UMP,18430,FALSE,M,SOC,10256,FALSE,F,MODEM,5108,FALSE,M
